crate_name,advisory_id,description,published_date,cvss_score,label
noise_search,GHSA-wxjf-9f4g-3v44,,2021-08-25T20:56:05Z,,1
fil-ocl,GHSA-x3v2-fgr6-3wmm,,2021-08-25T20:53:03Z,,1
prost-types,GHSA-x4qm-mcjq-v2gf,,2021-08-25T20:55:53Z,,1
sized-chunks,GHSA-x54v-qxxr-93qc,,2021-08-25T20:45:01Z,,1
base64,GHSA-x67x-vg9m-65c3,,2021-08-25T20:55:27Z,,1
http,GHSA-x7vr-c387-8w57,,2021-08-25T21:01:31Z,,1
openssl,GHSA-xjxc-vfw2-cg96,,2021-08-25T20:43:45Z,,1
comrak,GHSA-xmr7-v725-2jjr,,2021-08-25T20:52:12Z,,1
gfwx,GHSA-xp6v-qx65-4pp7,,2021-08-25T20:50:39Z,,1
serde_cbor,GHSA-xr7r-88qv-q7hm,,2021-08-25T20:45:51Z,,1
parc,GHSA-xwxc-j97j-84gf,,2021-08-25T21:00:03Z,,1
stack_dst,GHSA-45w7-7g63-2m5w,,2021-09-01T18:30:55Z,,1
wasmtime,GHSA-4873-36h9-wv49,,2021-09-20T19:54:16Z,,1
stack_dst,GHSA-8mjx-h23h-w2pg,,2021-09-01T18:30:44Z,,1
pallet-ethereum,GHSA-hw4v-5x4h-c3xm,,2021-09-01T18:22:48Z,,1
tremor-script,GHSA-mc22-5q92-8v85,,2021-09-20T19:52:53Z,,1
wasmtime,GHSA-q879-9g95-56mx,,2021-09-20T19:54:26Z,,1
wasmtime,GHSA-v4cp-h94r-m7xf,,2021-09-20T19:54:05Z,,1
toodee,GHSA-wcvp-r8j8-47pc,,2021-09-01T18:30:35Z,,1
toodee,GHSA-xm9m-2vj8-fmfr,,2021-09-01T18:30:40Z,,1
deno,GHSA-xpwj-7v8q-mcgj,,2021-09-23T23:18:03Z,,1
coreos-installer,GHSA-3r3g-g73x-g593,,2021-10-12T16:06:47Z,,1
async-h1,GHSA-4vr9-8cjf-vf9c,,2021-10-12T16:00:37Z,,1
evm,GHSA-pvh2-pj76-4m96,,2021-10-19T15:28:35Z,,1
tough,GHSA-r56q-vv3c-6g9c,,2021-10-19T20:16:26Z,,1
pallet-ethereum,GHSA-vj62-g63v-f8mf,,2021-10-13T18:53:38Z,,1
tough,GHSA-x3r5-q6mj-m485,,2021-10-19T20:16:15Z,,1
routinator,GHSA-6mv9-qcx2-3hh3,,2021-11-11T00:55:08Z,,1
coreos-installer,GHSA-862g-9h5m-m3qv,,2021-11-08T18:01:13Z,,1
fruity,GHSA-h352-g5vw-3926,,2021-11-16T17:26:47Z,,1
lucet-runtime,GHSA-hf79-8hjp-rrvq,,2021-11-30T22:20:36Z,,1
num-bigint,GHSA-v935-pqmr-g8v9,,2021-11-03T17:36:04Z,,1
perseus-actix-web,GHSA-gjrj-9rj4-pgwx,,2021-12-15T22:51:07Z,,1
openssl-src,GHSA-mmjf-f5jw-w72q,,2021-12-15T00:00:42Z,,1
pnet,GHSA-24g6-5rx7-58wj,,2022-01-06T22:18:07Z,,1
ckb,GHSA-2969-8hh9-57jc,,2022-01-06T22:09:49Z,,1
mopa,GHSA-2gxj-qrp2-53jv,,2022-01-06T22:11:11Z,,1
rdiff,GHSA-2rxc-8f9w-fjq8,,2022-01-06T22:14:13Z,,1
rusqlite,GHSA-4qr3-m7ww-hh9g,,2022-01-06T22:01:40Z,,1
rusqlite,GHSA-4qr3-m7ww-hh9g,,2022-01-06T22:01:40Z,,1
smallvec,GHSA-55m5-whcv-c49c,,2022-01-06T22:20:28Z,,1
abomonation,GHSA-5vwc-r48g-wj6c,,2022-01-06T22:08:22Z,,1
ash,GHSA-64wv-8vwp-xgw2,,2022-01-06T22:13:02Z,,1
molecule,GHSA-6p3c-v8vc-c244,,2022-01-06T22:10:34Z,,1
nix,GHSA-76w9-p8mg-j927,,2022-01-06T22:07:14Z,,1
nix,GHSA-76w9-p8mg-j927,,2022-01-06T22:07:14Z,,1
nix,GHSA-76w9-p8mg-j927,,2022-01-06T22:07:14Z,,1
acc_reader,GHSA-799f-r78p-gq9c,,2022-01-06T22:17:38Z,,1
actix-web,GHSA-7x36-h62w-vw65,,2022-01-06T22:18:58Z,,1
rusqlite,GHSA-87xh-9q6h-r5cc,,2022-01-06T22:00:49Z,,1
rusqlite,GHSA-87xh-9q6h-r5cc,,2022-01-06T22:00:49Z,,1
ckb,GHSA-8gjm-h3xj-mp6w,,2022-01-06T22:10:43Z,,1
rusqlite,GHSA-92cx-4xm7-jr9m,,2022-01-06T22:02:56Z,,1
rusqlite,GHSA-92cx-4xm7-jr9m,,2022-01-06T22:02:56Z,,1
csv-sniffer,GHSA-9783-42pm-x5jq,,2022-01-06T22:13:58Z,,1
crypto2,GHSA-9hfg-pxr6-q4vp,,2022-01-06T22:04:51Z,,1
columnar,GHSA-9mp7-45qh-r8j8,,2022-01-06T22:13:46Z,,1
actix-web,GHSA-9qj6-4rfq-vm84,,2022-01-06T22:20:41Z,,1
tremor-script,GHSA-9qvw-46gf-4fv8,,2022-01-06T22:09:07Z,,1
zeroize_derive,GHSA-c5hx-w945-j4pq,,2022-01-06T22:08:33Z,,1
pallet-evm-precompile-modexp,GHSA-cjg2-2fjg-fph4,,2022-01-14T21:03:36Z,,1
rusqlite,GHSA-cm8g-544f-p9x9,,2022-01-06T22:03:16Z,,1
rusqlite,GHSA-cm8g-544f-p9x9,,2022-01-06T22:03:16Z,,1
binjs_io,GHSA-cw4j-cf6c-mmfv,,2022-01-06T22:14:24Z,,1
ckb,GHSA-cw98-cx2m-9qqg,,2022-01-06T22:10:08Z,,1
metrics-util,GHSA-cwvc-87xq-pc5m,,2022-01-06T22:08:43Z,,1
rusqlite,GHSA-f6f2-3w33-54r9,,2022-01-06T22:02:36Z,,1
rusqlite,GHSA-f6f2-3w33-54r9,,2022-01-06T22:02:36Z,,1
sha2,GHSA-fc7x-2cmc-8j2g,,2022-01-06T22:10:26Z,,1
gfx-auxil,GHSA-ff2r-xpwq-6whj,,2022-01-06T22:12:14Z,,1
tokio,GHSA-fg7r-2g4j-5cgr,,2022-01-06T22:04:37Z,,1
tokio,GHSA-fg7r-2g4j-5cgr,,2022-01-06T22:04:37Z,,1
actix-web,GHSA-fgfm-hqjw-3265,,2022-01-06T22:18:46Z,,1
rusqlite,GHSA-g4g4-3pqw-8m7f,,2022-01-06T22:02:01Z,,1
rusqlite,GHSA-g4g4-3pqw-8m7f,,2022-01-06T22:02:01Z,,1
simple_asn1,GHSA-g4h2-4wvh-grc5,,2022-01-06T22:05:05Z,,1
rusqlite,GHSA-g87r-23vw-7f87,,2022-01-06T22:00:21Z,,1
rusqlite,GHSA-g87r-23vw-7f87,,2022-01-06T22:00:21Z,,1
bingrep,GHSA-gm68-g349-gxgg,,2022-01-28T22:35:16Z,,1
messagepack-rs,GHSA-hr52-f9vp-582c,,2022-01-06T22:12:28Z,,1
libpulse-binding,GHSA-hxjf-h2mh-r6hj,,2022-01-06T22:20:12Z,,1
messagepack-rs,GHSA-jqjj-r4qp-x2gh,,2022-01-06T22:12:42Z,,1
libpulse-binding,GHSA-jqpv-jm4m-86j9,,2022-01-06T22:17:50Z,,1
bronzedb-protocol,GHSA-jv2r-jx6q-89jg,,2022-01-06T22:16:32Z,,1
messagepack-rs,GHSA-jwfh-j623-m97h,,2022-01-06T22:12:35Z,,1
flumedb,GHSA-p46c-w9m3-7qr2,,2022-01-06T22:18:35Z,,1
acc_reader,GHSA-p4cr-64x4-f92f,,2022-01-06T22:17:23Z,,1
tremor-script,GHSA-q2x5-6q7q-r872,,2022-01-06T22:10:17Z,,1
tectonic_xdv,GHSA-qwvx-c8j7-5g75,,2022-01-06T22:09:19Z,,1
nanorand,GHSA-r57r-j98g-587f,,2022-01-06T22:08:56Z,,1
bite,GHSA-v2ch-fc8f-qm33,,2022-01-06T22:16:57Z,,1
lru,GHSA-v362-2895-h9r2,,2022-01-07T22:37:01Z,,1
buffoon,GHSA-v938-qcc9-rwv8,,2022-01-06T22:17:09Z,,1
messagepack-rs,GHSA-vw5m-qw2r-m923,,2022-01-06T22:11:46Z,,1
raw-cpuid,GHSA-w428-f65r-h4q2,,2022-01-06T22:13:12Z,,1
derive-com-impl,GHSA-w4cc-pc2h-whcj,,2022-01-06T22:16:10Z,,1
vec-const,GHSA-x76r-966h-5qv9,,2022-01-06T22:15:56Z,,1
rust-embed,GHSA-xrg3-hmf3-rvgw,,2022-01-06T22:03:56Z,,1
libpulse-binding,GHSA-xvcg-2q82-r87j,,2022-01-06T22:18:19Z,,1
solana_rbpf,GHSA-xwqr-xmgg-j69q,,2022-01-28T22:59:28Z,,1
parsec-service,GHSA-45w3-v3g4-54pm,,2022-02-11T19:11:36Z,,1
wasmtime,GHSA-88xq-w8cq-xfg7,,2022-02-16T22:35:03Z,,1
wasmtime,GHSA-88xq-w8cq-xfg7,,2022-02-16T22:35:03Z,,1
galois_2p8,GHSA-9p8q-j6q5-mjw8,,2022-02-15T00:02:45Z,,1
crossbeam-utils,GHSA-qc84-gqf4-9926,,2022-02-16T22:36:21Z,,1
deno,GHSA-838h-jqp6-cf2f,,2022-03-29T22:10:10Z,,1
Simple-Wayland-HotKey-Daemon,GHSA-8m49-2xj8-67v9,,2022-03-31T00:00:24Z,,1
regex,GHSA-m5pq-gvj9-9vr8,,2022-03-08T20:00:36Z,,1
Simple-Wayland-HotKey-Daemon,GHSA-p4jg-pccf-h82c,,2022-03-31T00:00:24Z,,1
openssl-src,GHSA-x3mh-jvjw-3xwx,,2022-03-16T00:00:45Z,,1
openssl-src,GHSA-x3mh-jvjw-3xwx,,2022-03-16T00:00:45Z,,1
afire,GHSA-3227-r97m-8j95,,2022-04-22T20:16:45Z,,1
wasmtime,GHSA-gwc9-348x-qwv2,,2022-04-01T13:36:12Z,,1
wasmtime,GHSA-gwc9-348x-qwv2,,2022-04-01T13:36:12Z,,1
Simple-Wayland-HotKey-Daemon,GHSA-h5wh-7h2j-h999,,2022-04-15T00:00:40Z,,1
Simple-Wayland-HotKey-Daemon,GHSA-h6xw-mghq-7523,,2022-04-08T00:00:24Z,,1
ckb,GHSA-j35p-q24r-5367,,2022-04-22T20:23:04Z,,1
Simple-Wayland-HotKey-Daemon,GHSA-r3r5-jhw6-4634,,2022-04-08T00:00:24Z,,1
Simple-Wayland-HotKey-Daemon,GHSA-x446-3xhq-5xfp,,2022-04-15T00:00:40Z,,1
scratchpad,GHSA-3qm2-rfqw-fmrw,,2022-05-24T17:43:48Z,,1
smallvec,GHSA-43w2-9j62-hq99,,2022-05-24T17:40:21Z,,1
smallvec,GHSA-43w2-9j62-hq99,,2022-05-24T17:40:21Z,,1
mongodb,GHSA-4rjr-3gj2-5crq,,2022-05-24T19:09:36Z,,1
futures-util,GHSA-5r9g-j7jj-hw6c,,2022-05-24T17:37:49Z,,1
compu-brotli-sys,GHSA-5v8v-66v8-mwm7,,2022-05-24T17:28:21Z,,1
openssl-src,GHSA-5ww6-px42-wc85,,2022-05-24T19:12:03Z,,1
openssl-src,GHSA-638m-m8mh-7gw2,,2022-05-04T00:00:22Z,,1
qwutils,GHSA-68p4-pjpf-xwcq,,2022-05-24T17:41:47Z,,1
grin,GHSA-6x52-88cq-55q5,,2022-05-24T17:17:13Z,,1
grin,GHSA-7w6p-rwhg-7h3g,,2022-05-24T17:07:02Z,,1
totp-rs,GHSA-8vxv-2g8p-2249,,2022-05-24T21:33:15Z,,1
cargo,GHSA-9f3p-wvj7-q82x,,2022-05-24T16:57:30Z,,1
arc-swap,GHSA-9pqx-g3jh-qpqq,,2022-05-24T17:37:21Z,,1
arc-swap,GHSA-9pqx-g3jh-qpqq,,2022-05-24T17:37:21Z,,1
solana_rbpf,GHSA-9qmm-4mfr-r3wj,,2022-05-10T00:00:21Z,,1
net2,GHSA-c79c-gwph-gqfm,,2022-05-24T17:37:49Z,,1
async-h1,GHSA-c8rq-crxj-mj9m,,2022-05-24T17:40:15Z,,1
bam,GHSA-cpqj-r29q-chrh,,2022-05-24T17:43:47Z,,1
solana_rbpf,GHSA-ffx3-8qvm-pq3j,,2022-05-22T00:00:32Z,,1
openssl-src,GHSA-g323-fr93-4j3c,,2022-05-04T00:00:22Z,,1
diesel,GHSA-j8q9-5rp9-4mv9,,2022-05-24T17:44:31Z,,1
librsvg,GHSA-j984-q4qc-6qxf,,2022-05-17T03:50:02Z,,1
routinator,GHSA-m3x9-623g-35c4,,2022-05-24T19:20:05Z,,1
openssl-src,GHSA-mfm6-r9g2-q4r7,,2022-05-04T00:00:23Z,,1
grin,GHSA-p75g-gcv5-42qg,,2022-05-24T17:24:33Z,,1
futures-task,GHSA-p9m5-3hj7-cp5r,,2022-05-24T17:37:49Z,,1
openssl-src,GHSA-q9wj-f4qw-6vfj,,2022-05-24T19:12:03Z,,1
futures-task,GHSA-r93v-9p5q-vhpf,,2022-05-24T17:37:49Z,,1
futures-util,GHSA-rh4w-94hh-9943,,2022-05-24T17:37:49Z,,1
rustc-serialize,GHSA-2226-4v3c-cff8,,2022-06-17T00:18:24Z,,1
gfx-auxil,GHSA-28p5-7rg4-8v99,,2022-06-16T23:59:12Z,,1
metrics-util,GHSA-3hxh-7jxm-59x4,,2022-06-17T00:13:03Z,,1
flatbuffers,GHSA-3jch-9qgp-4844,,2022-06-16T23:54:35Z,,1
simple_asn1,GHSA-3m6f-3gfg-4x56,,2022-06-17T00:19:49Z,,1
tremor-script,GHSA-3pp4-64mp-9cg9,,2022-06-17T00:27:30Z,,1
arrow2,GHSA-5j8w-r7g8-5472,,2022-06-16T23:42:08Z,,1
arrow2,GHSA-5j8w-r7g8-5472,,2022-06-16T23:42:08Z,,1
arrow2,GHSA-5j8w-r7g8-5472,,2022-06-16T23:42:08Z,,1
bronzedb-protocol,GHSA-5phc-849h-vcxg,,2022-06-16T23:45:49Z,,1
tectonic_xdv,GHSA-6692-8qqf-79jc,,2022-06-17T00:24:29Z,,1
deno,GHSA-67hm-27mx-9cg7,,2022-06-13T00:00:19Z,,1
crossbeam-queue,GHSA-6888-wf7j-34jq,,2022-06-16T23:50:05Z,,1
bite,GHSA-72r2-rg28-47v9,,2022-06-16T23:44:51Z,,1
biscuit-auth,GHSA-75rw-34q6-72cr,,2022-06-17T00:38:03Z,,1
array-macro,GHSA-7v4j-8wvr-v55r,,2022-06-16T23:40:38Z,,1
array-macro,GHSA-83gg-pwxf-jr89,,2022-06-16T23:40:19Z,,1
crossbeam,GHSA-8gj8-hv75-gp94,,2022-06-16T23:51:13Z,,1
neon,GHSA-8mj7-wxmc-f424,,2022-06-17T00:13:40Z,,1
mopa,GHSA-8mv5-7x95-7wcf,,2022-06-17T00:12:33Z,,1
rulex,GHSA-8v9w-p43c-r885,,2022-06-21T20:12:15Z,,1
shamir,GHSA-978j-88f3-p5j3,,2022-06-17T00:18:43Z,,1
qcell,GHSA-9c9f-7x9p-4wqp,,2022-06-17T00:16:11Z,,1
crossbeam-channel,GHSA-9g55-pg62-m8hh,,2022-06-16T23:49:25Z,,1
thread_local,GHSA-9hpw-r23r-xgm5,,2022-06-17T00:25:46Z,,1
derive-com-impl,GHSA-9rg7-3j4f-cf4x,,2022-06-16T23:52:51Z,,1
binjs_io,GHSA-c6px-4grw-hrjr,,2022-06-16T23:42:49Z,,1
rust-embed,GHSA-cgw6-f3mj-h742,,2022-06-17T00:18:08Z,,1
chrono,GHSA-cqpr-pcm7-m3jc,,2022-06-16T23:48:34Z,,1
columnar,GHSA-cxcc-q839-2cw9,,2022-06-16T23:48:53Z,,1
hyper,GHSA-f67m-9j94-qv9j,,2022-06-16T23:59:29Z,,1
plutonium,GHSA-gfg9-x6px-r7gr,,2022-06-16T23:09:17Z,,1
arrow,GHSA-h588-76vg-prgj,,2022-06-16T23:41:29Z,,1
abomonation,GHSA-hfxp-p695-629x,,2022-06-16T23:24:29Z,,1
buffoon,GHSA-hmx9-jm3v-33hv,,2022-06-16T23:46:08Z,,1
acc_reader,GHSA-hv9v-7w3v-rj6f,,2022-06-16T23:38:37Z,,1
raw-cpuid,GHSA-jf5h-cf95-w759,,2022-06-17T00:16:24Z,,1
vec-const,GHSA-jmwx-r3gq-qq3p,,2022-06-17T00:27:57Z,,1
rust-crypto,GHSA-jp3w-3q88-34cf,,2022-06-17T00:17:08Z,,1
failure,GHSA-jq66-xh47-j9f3,,2022-06-16T23:06:58Z,,1
wasmtime,GHSA-jqwc-c49r-4w2x,,2022-06-29T22:08:25Z,,1
cranelift-codegen,GHSA-jqwc-c49r-4w2x,,2022-06-29T22:08:25Z,,1
messagepack-rs,GHSA-m325-rxjv-pwph,,2022-06-17T00:11:41Z,,1
dashmap,GHSA-mpg5-fvwp-42m2,,2022-06-16T23:52:24Z,,1
ammonia,GHSA-p2g9-94wh-65c2,,2022-06-16T23:39:55Z,,1
flumedb,GHSA-p56p-gq3f-whg8,,2022-06-16T23:54:46Z,,1
nanorand,GHSA-p6gj-gpc8-f8xw,,2022-06-17T00:13:24Z,,1
crypto2,GHSA-pmcv-mgcf-rvxg,,2022-06-16T23:51:32Z,,1
rdiff,GHSA-q579-9wp9-gfp2,,2022-06-17T00:14:18Z,,1
rusqlite,GHSA-q89g-4vhh-mvvm,,2022-06-17T00:16:48Z,,1
rusqlite,GHSA-q89g-4vhh-mvvm,,2022-06-17T00:16:48Z,,1
arrow,GHSA-qgrp-8f3v-q85p,,2022-06-16T23:41:45Z,,1
ash,GHSA-qj69-c89v-jwq2,,2022-06-16T23:41:05Z,,1
lru,GHSA-qqmc-hwqp-8g2w,,2022-06-17T00:11:13Z,,1
zeroize_derive,GHSA-r45x-ghr2-qjxc,,2022-06-17T00:30:52Z,,1
csv-sniffer,GHSA-r67p-m7g9-gxw6,,2022-06-16T23:51:58Z,,1
arrow,GHSA-r7cj-wmwv-hfw5,,2022-06-16T23:40:50Z,,1
crossbeam,GHSA-rwf4-gx62-rqfw,,2022-06-08T22:28:27Z,,1
enum-map,GHSA-rxhx-9fj6-6h2m,,2022-06-16T23:53:32Z,,1
rulex,GHSA-v78m-2q7v-fjqp,,2022-06-22T17:52:51Z,,1
tss-esapi,GHSA-w3vw-ccc5-qr8v,,2022-06-17T01:17:41Z,,1
tss-esapi,GHSA-w3vw-ccc5-qr8v,,2022-06-17T01:17:41Z,,1
libp2p-core,GHSA-wc36-xgcc-jwpr,,2022-06-17T00:01:02Z,,1
nix,GHSA-wgrg-5h56-jg27,,2022-06-17T00:13:59Z,,1
nix,GHSA-wgrg-5h56-jg27,,2022-06-17T00:13:59Z,,1
nix,GHSA-wgrg-5h56-jg27,,2022-06-17T00:13:59Z,,1
tower-http,GHSA-wwh2-r387-g5rm,,2022-06-17T00:26:05Z,,1
tower-http,GHSA-wwh2-r387-g5rm,,2022-06-17T00:26:05Z,,1
windows,GHSA-x4mq-m75f-mx8m,,2022-06-17T00:30:33Z,,1
sha2,GHSA-xpww-g9jx-hp8r,,2022-06-17T00:19:35Z,,1
http,GHSA-xvc9-xwgj-4cq9,,2022-06-16T23:08:02Z,,1
openssl-src,GHSA-3wx7-46ch-7rq2,,2022-07-06T19:57:19Z,,1
openssl-src,GHSA-3wx7-46ch-7rq2,,2022-07-06T19:57:19Z,,1
juniper,GHSA-4rx6-g5vg-5f3j,,2022-07-29T22:29:22Z,,1
wasmtime,GHSA-5fhj-g3p3-pq9g,,2022-07-20T22:47:13Z,,1
cranelift-codegen,GHSA-5fhj-g3p3-pq9g,,2022-07-20T22:47:13Z,,1
openssl-src,GHSA-735f-pg76-fxc4,,2022-07-02T00:00:29Z,,1
wasmtime,GHSA-7f6x-jwh5-m9r4,,2022-07-21T22:34:38Z,,1
cranelift-codegen,GHSA-7f6x-jwh5-m9r4,,2022-07-21T22:34:38Z,,1
slack-morphism,GHSA-99j7-mhfh-w84p,,2022-07-20T01:30:21Z,,1
wasm3,GHSA-gq4p-4hxv-5rg9,,2022-07-28T00:00:49Z,,1
async-graphql,GHSA-xq3c-8gqm-v648,,2022-07-29T22:22:27Z,,1
temporary,GHSA-2jq9-6xx7-3h29,,2022-08-11T18:10:52Z,,1
iana-time-zone,GHSA-3fg9-hcq5-vxrc,,2022-08-30T19:55:41Z,,1
apache-avro,GHSA-3w5g-989p-35r8,,2022-08-10T00:00:31Z,,1
rustdecimal,GHSA-7pwq-f4pq-78gm,,2022-08-11T15:43:35Z,,1
opcua,GHSA-8mx2-gqx9-rm7f,,2022-08-24T00:00:31Z,,1
owning_ref,GHSA-9qxh-258v-666c,,2022-08-10T17:26:00Z,,1
oqs,GHSA-h864-m8vm-3xvj,,2022-08-18T19:06:39Z,,1
opcua,GHSA-hgxq-hcrm-c5pm,,2022-08-25T00:00:29Z,,1
oqs,GHSA-hrjv-pf36-jpmr,,2022-08-18T19:01:15Z,,1
libsqlite3-sys,GHSA-jw36-hf63-69r9,,2022-08-04T00:00:26Z,,1
mz-avro,GHSA-jwh2-vrr9-vcp2,,2022-08-30T19:53:54Z,,1
fc-rpc,GHSA-mjvm-mhgc-q4gp,,2022-08-18T19:18:25Z,,1
websocket,GHSA-qrjv-rf5q-qpxc,,2022-08-06T05:20:00Z,,1
tower-http,GHSA-qrqq-9c63-xfrg,,2022-08-11T15:36:42Z,,1
tower-http,GHSA-qrqq-9c63-xfrg,,2022-08-11T15:36:42Z,,1
apache-avro,GHSA-v456-chpw-6mmw,,2022-08-10T00:00:31Z,,1
apache-avro,GHSA-wcm8-86x6-8mv3,,2022-08-10T00:00:31Z,,1
rocksdb,GHSA-xpp3-xrff-w6rh,,2022-08-12T15:31:10Z,,1
tauri,GHSA-28m8-9j7v-x499,,2022-09-16T19:28:49Z,,1
personnummer,GHSA-28r9-pq4c-wp3c,,2022-09-21T15:36:11Z,,1
axum-core,GHSA-2gg5-7c4v-6xx2,,2022-09-15T00:00:19Z,,1
axum-core,GHSA-2gg5-7c4v-6xx2,,2022-09-15T00:00:19Z,,1
cargo,GHSA-2hvr-h6gw-qrxp,,2022-09-16T17:12:05Z,,1
cargo,GHSA-2hvr-h6gw-qrxp,,2022-09-16T17:12:05Z,,1
ansi_term,GHSA-74w3-p89x-ffgh,,2022-09-16T21:03:19Z,,1
lz4-sys,GHSA-9q5j-jm53-v7vr,,2022-09-01T22:24:55Z,,1
os_socketaddr,GHSA-c439-chv8-8g2j,,2022-09-02T22:29:41Z,,1
wasm3,GHSA-crf8-h2wq-2h9x,,2022-09-21T00:00:38Z,,1
routinator,GHSA-m4vx-ccrf-w399,,2022-09-14T00:00:43Z,,1
axum-core,GHSA-m77f-652q-wwp4,,2022-09-15T03:25:15Z,,1
axum-core,GHSA-m77f-652q-wwp4,,2022-09-15T03:25:15Z,,1
cell-project,GHSA-p75v-367r-2v23,,2022-09-16T21:08:19Z,,1
traitobject,GHSA-pp8r-vv2j-9j5v,,2022-09-16T17:12:59Z,,1
wee_alloc,GHSA-rc23-xxgq-x27g,,2022-09-16T17:18:28Z,,1
cargo,GHSA-rfj2-q3h3-hm5j,,2022-09-16T17:12:30Z,,1
cargo,GHSA-rfj2-q3h3-hm5j,,2022-09-16T17:12:30Z,,1
pallet-ethereum,GHSA-v57h-6hmh-g2p4,,2022-09-23T22:07:10Z,,1
mozjpeg,GHSA-v8gq-5grq-9728,,2022-09-16T21:03:43Z,,1
typemap,GHSA-vfv3-9w6v-23jp,,2022-09-16T17:13:21Z,,1
matrix-sdk-crypto,GHSA-vp68-2wrm-69qm,,2022-09-30T22:51:57Z,,1
linked_list_allocator,GHSA-xg8p-34w2-j49j,,2022-09-16T17:41:33Z,,1
openssl-src,GHSA-4f63-89w9-3jjv,,2022-10-11T19:00:29Z,,1
slack-morphism,GHSA-4mjx-2gh5-ph8h,,2022-10-10T21:07:47Z,,1
conduit-hyper,GHSA-9398-5ghf-7pr6,,2022-10-31T18:44:47Z,,1
matrix-sdk,GHSA-fc4h-xcf3-qj5f,,2022-10-25T20:22:19Z,,1
evm,GHSA-hhc4-47rh-cr34,,2022-10-25T22:27:21Z,,1
kamadak-exif,GHSA-px9g-8hgv-jvg2,,2022-10-06T19:53:39Z,,1
aliyun-oss-client,GHSA-3w3h-7xgx-grwc,,2022-11-21T20:39:05Z,,1
wasmtime,GHSA-44mr-8vmm-wjhg,,2022-11-10T21:09:02Z,,1
wasmtime,GHSA-44mr-8vmm-wjhg,,2022-11-10T21:09:02Z,,1
lzf,GHSA-5m39-wx2q-mxg3,,2022-11-08T21:42:06Z,,1
ckb,GHSA-7fw6-6mfj-g3q2,,2022-11-02T18:14:30Z,,1
openssl-src,GHSA-8rwr-x37p-mx23,,2022-11-01T17:45:59Z,,1
ckb,GHSA-9mfc-chwf-7whf,,2022-11-02T18:14:01Z,,1
openssl-src,GHSA-h8jm-2x53-xhp5,,2022-11-01T17:45:21Z,,1
ckb,GHSA-mcmr-49x3-4jqm,,2022-11-02T18:15:07Z,,1
Tauri,GHSA-q9wv-22m9-vhqh,,2022-11-08T17:33:26Z,,1
Tauri,GHSA-q9wv-22m9-vhqh,,2022-11-08T17:33:26Z,,1
wasmtime,GHSA-wh6w-3828-g9qf,,2022-11-10T21:16:22Z,,1
linux-loader,GHSA-52h2-m2cf-9jh6,,2022-12-12T22:35:41Z,,1
hyper-staticfile,GHSA-5wvv-q5fv-2388,,2022-12-30T16:57:28Z,,1
hyper-staticfile,GHSA-5wvv-q5fv-2388,,2022-12-30T16:57:28Z,,1
tauri,GHSA-6mv3-wm7j-h4w5,,2022-12-22T20:03:43Z,,1
tauri,GHSA-6mv3-wm7j-h4w5,,2022-12-22T20:03:43Z,,1
tauri,GHSA-6mv3-wm7j-h4w5,,2022-12-22T20:03:43Z,,1
tauri,GHSA-6mv3-wm7j-h4w5,,2022-12-22T20:03:43Z,,1
hyper-staticfile,GHSA-7p7c-pvvx-2vx3,,2022-12-05T22:03:46Z,,1
hyper-staticfile,GHSA-7p7c-pvvx-2vx3,,2022-12-05T22:03:46Z,,1
mpl-bubblegum,GHSA-8r76-fr72-j32w,,2022-12-12T22:02:42Z,,1
mpl-token-metadata,GHSA-8r76-fr72-j32w,,2022-12-12T22:02:42Z,,1
secp256k1,GHSA-969w-q74q-9j8v,,2022-12-08T16:00:29Z,,1
secp256k1,GHSA-969w-q74q-9j8v,,2022-12-08T16:00:29Z,,1
secp256k1,GHSA-969w-q74q-9j8v,,2022-12-08T16:00:29Z,,1
mpl-candy-machine,GHSA-9v25-r5q2-2p6w,,2022-12-12T22:03:19Z,,1
prettytable-rs,GHSA-gfgm-chr3-x6px,,2022-12-30T17:48:30Z,,1
libp2p,GHSA-jvgw-gccv-q5p8,,2022-12-07T20:28:46Z,,1
capnp,GHSA-qqff-4vw4-f6hx,,2022-12-05T17:58:16Z,,1
capnp,GHSA-qqff-4vw4-f6hx,,2022-12-05T17:58:16Z,,1
capnp,GHSA-qqff-4vw4-f6hx,,2022-12-05T17:58:16Z,,1
openssl-src,GHSA-vr8j-hgmm-jh9r,,2022-12-13T18:30:33Z,,1
tendermint-light-client-verifier,GHSA-xqqc-c5gw-c5r5,,2022-12-14T21:35:24Z,,1
tendermint-light-client,GHSA-xqqc-c5gw-c5r5,,2022-12-14T21:35:24Z,,1
tendermint-light-client-js,GHSA-xqqc-c5gw-c5r5,,2022-12-14T21:35:24Z,,1
tokio,GHSA-7rrj-xr53-82p7,,2023-01-06T21:40:58Z,,1
tokio,GHSA-7rrj-xr53-82p7,,2023-01-06T21:40:58Z,,1
tokio,GHSA-7rrj-xr53-82p7,,2023-01-06T21:40:58Z,,1
warp,GHSA-8v4j-7jgf-5rg9,,2023-01-31T23:33:47Z,,1
bzip2,GHSA-96jv-r488-c2rj,,2023-01-10T03:30:29Z,,1
bumpalo,GHSA-f85w-wvc7-crwc,,2023-01-20T21:54:22Z,,1
elf_rs,GHSA-g6pw-999w-j75m,,2023-01-20T22:41:01Z,,1
